customer_tweet_id,customer_text,reply_text,created_at
231548,Ok it's just that in products on site price is 475 and when it comes to yours it jumped 500rs,The price mentioned on our website is the best we can currently offer. I'll surely pass on your feedback to the concerned team. ^MP,Thu Oct 05 11:59:28 +0000 2017
2964013,"Trying to do some holiday shopping and has screwed up 1/2 the deliveries. I'm done. ""Prime"" is a joke. Off to the mall I go. I'd rather deal with idiot people in person than idiot people who sit behind ""noreply"" email addresses. 😠","I'm so sorry to hear this, Jordy! We like our customers to have a great experience with us, and it seems we've let you down! Without posting personal account information, tell us more about your situation. We're here to help! ^FR",Wed Nov 29 22:10:00 +0000 2017
652079,*sigh* another simple issue another ball dropped three times. No simple solutions even to simple problems with amazon customer support. No progress from last time,"I'm sorry to hear this. Without posting personal or account information, can you tell us more about the issue? ^LI",Wed Nov 22 21:56:00 +0000 2017
1131303,Your team has been working on it for 2 weeks.that shows your efficiency &amp; customer consciousness is better,I understand there has been a long delay. We'll get this checked and get back to you soon. Appreciate your understanding. ^HD,Tue Oct 24 16:19:07 +0000 2017
805619,Thank you for early delivery. Now please make sure that next delivery do not get late under any reasons. As I'm living Ahd on 16,"We will ensure to meet the promised estimated date on the order. Thanks for keeping us posted, nonetheless. ^CB",Thu Oct 12 17:34:30 +0000 2017
1366939,HELLO AMAZON WHERE IS MY MARIO GAME.,I'm sorry your game hasn't arrived. Can you please tell us the intended delivery date stated in your order confirmation e-mail? ^AC,Fri Oct 27 22:13:40 +0000 2017
2740661,Well the price under related is 6+k although when I click and visit the page it says 9+k ... isn’t that false advertising,"That's strange, Stanley. Could you share the link to the product on the website so that we can check and assist you accordingly? ^NK",Mon Nov 20 18:21:31 +0000 2017
517690,"Not having delays, you guys are starting to false advertise. Posting two day delivery but really it’s 3-7, transport to USPS might save you money but aggravates clients like myself.",I certainly understand your concern! We strive to meet the date given in check out. Our two-day shipping refers to transit time as some items may need additional processing time. You can view more information here: https://t.co/RZbR8qrxUK. We hope this helps. ^HC,Sat Dec 02 01:37:03 +0000 2017
2171081,Can you please help ! not providing any help/support. https://t.co/KPmVQ7aW2c,"My apologies, Shiv. Could you please let us know how may we help you ? ^KS",Thu Nov 09 12:36:00 +0000 2017
2891937,"I’m in the Uk, is this only available in the US?",Correct! It appears only https://t.co/nUUp5MLhYl has this show available on Prime.,Tue Nov 28 15:32:29 +0000 2017
1434048,He's wanted to finish early for Halloween so said he couldn't find an address. Never happened before with any Amazon deliveries.,I'm sorry you haven't received your orders yet! Please call or chat with us here for options: https://t.co/kzbViJKOhB ^MB,Sat Oct 28 20:40:46 +0000 2017
284795,"What's the update, still waiting for a resolution.",Our team is working on it. Request you to wait for an update and we'll get back soon. ^GD,Mon Oct 09 10:32:25 +0000 2017
1565887,Thank you. Hopefully this movie will get added to the library soon.,You're welcome. Do keep us posted for any further concerns. ^SG,Sat Nov 04 16:25:31 +0000 2017
701316,Do I have to wait 12-24 hours for a reply to my email?,"For the fastest resolution, please reach out to us by phone using the link provided above. ^KP",Thu Nov 23 17:45:32 +0000 2017
2394449,"It won't fit in the safe place, it's my baby's car seat!",You can also assign any of your neighbours to accept the parcel in your behalf to assure the delivery is successful today. Most of our carriers don't offer timed delivery so that's why we can't offer a specific delivery time frame. ^MA,Tue Nov 14 12:29:00 +0000 2017
139077,yes yday and tday alsi status is same...,Our support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhzgU8B. ^CB,Fri Nov 24 11:58:31 +0000 2017
980734,moto g5s plus pe cash back offer availble hai kya using sbi credit or debit card ??,Yes! There is a cash back offer on using SBI card. Please click on the link for details. https://t.co/3SaY3OV0kS ^RI,Sat Oct 14 10:16:23 +0000 2017
639425,One was delivered through Amazon's delivery service and the other by UPS.,"Gotcha- thanks for letting us know, Wade. I'd like a member of my team to check into this with you. When you have a moment, please click here: https://t.co/G2kjtpjN9k. We'll be in touch shortly after. ^BL",Wed Nov 22 20:37:30 +0000 2017
1104273,Hi team can I pay partial by Gift card and Partial Amazon pay balance to pay for my order &amp; get 10% CB on the Amazon pay paid amt?,You can check the Terms and Conditions over here: https://t.co/NQ3tbqSdYr (2/2/) ^SC,Sun Oct 15 08:29:32 +0000 2017
706863,Si eres #Prime recibes el mismo trato que si no lo eres entonces para que? yo era de Prime ya no ... https://t.co/jl4KCyzq64,"Hola, nos comentarías, ¿tienes algún pedido pendiente de entrega? ^HC",Tue Oct 10 19:33:45 +0000 2017
1190310,"Today's pickup also cancelled by your team, because of that serial number issue. Fed up with amazon https://t.co/HaiCXDUj6y",you as soon as we receive an update from them. 2/2 ^SH,Wed Oct 25 07:10:03 +0000 2017
622421,"Hi, spoke to CS they said I have to return it myself usin ArrowXL. However, the phone number they gave doesn’t work. This doesn’t seem like an easy process for an item which is suppose to have ‘easy returns’","If you would like to review available return options using our Returns Support Centre, use the following link: https://t.co/ufcFGraDQZ ^WM",Wed Nov 22 17:48:36 +0000 2017
1350246,It says ‘Not yet dispatched’ and it is 8pm local time in Berlin.,My colleagues will check that: https://t.co/Su5eCHNYlH I'm sorry for that :/ ^AV,Fri Oct 27 17:56:24 +0000 2017
530740,"I'm still waiting on someone in management to contact me, like I was told would happen. Told it would be wI thin the hour.... 2 and half hours ago!",Oh my! I'm sorry for the delay in response. I would like someone from our Social Media team to look into this for you. Please send us your information here: https://t.co/JhdxnKRokW. ^AL,Sat Dec 02 12:08:56 +0000 2017
441875,Aaaaah les joies de la livraison par Amazon Logistics 🙃👌🏼,"Bonjour, avez-vous reçu votre commande ? ^SN",Wed Oct 11 10:21:30 +0000 2017
2932833,Sold by champion toys and fulfilled by amazon,"Hey Ian, we can't see your account info here on Twitter. When you can, please contact us here: https://t.co/aaDyEz1VgE and we'll have a look there for you.^MA",Wed Nov 29 09:56:00 +0000 2017
495946,The app notified me of the failure. Said it should be attempted tomorrow?,Thanks for letting us know. Please keep us updated on the delivery tomorrow. Orders should arrive by 21:00. ^LI,Fri Dec 01 18:28:52 +0000 2017
879276,please check they told me last 8th returng mony nt get yet and after that what they are cometting to resolve but not rtrng mny bk https://t.co/ObrqTysY7n,Apologies for the ordeal Jay. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,Fri Oct 13 16:30:00 +0000 2017
825488,Yes they were. All through Amazon. There have been occasions that your delivery service has delivered to the wrong address and even stolen.,"We'd like to look into this with you, if you'll provide us as much addt'l info as possible here: https://t.co/EOO0pt25Du ^LB",Fri Oct 13 00:55:47 +0000 2017
312585,Den u guys remove all details regarding return from order history and change the product to Jon returnable. Great job fraudsters,We've received your details and we'll get back to you soon. Appreciate your patience. ^PS,Sat Oct 07 04:26:27 +0000 2017
2734296,"no i dont think you understand. when i go on that page, it doesnt show up, so even when i go on ""my order isnt showing up"" and input the order number, it says it cant find the order. so im kinda screwed",I'm sorry for the frustration. You can also contact us by clicking here: https://t.co/zYVX1Qi29G. All you have to do is select an issue and it will give you the option to contact us ^AY,Mon Nov 20 22:42:56 +0000 2017
526619,"What is a status of my refund, it been around 20 days since I raise lots of complaint.","I'm sorry your concern hasn't been resolved yet. Please reply to the email you've received from social media tea, we'll reach out to you soon. ^AP",Sat Dec 02 07:09:51 +0000 2017
1261136,From Amazon Canada,"Has your order shipped? If so, are there any recent tracking updates from the carrier here: https://t.co/PyACxvY8Qo? ^RA",Thu Oct 26 15:28:57 +0000 2017
1279779,In this link you can check this product. https://t.co/X0KyI58bEU This is available in European countries but not in India.,Thank you for bringing this up. I'll forward your feedback for a review &amp; our internal team will work on this. ^BS,Thu Oct 26 17:16:31 +0000 2017
336148,2k18 75k vc. They gave me 2k17 code,What Microsoft item was the code that you were given for? ^JF,Sat Oct 07 22:05:00 +0000 2017
2789069,Yes I was told it wasn’t available near me but it would be delivered by the end of the day or earlier.. This is part of the email I received which I also sent back to amazon CS https://t.co/VzxnSSntDv,We'd like to have a specialist take a look into this for you. Please provide details here: https://t.co/GqFbQYu2V0,Tue Nov 21 21:02:00 +0000 2017
814893,Not currently,Who's the carrier: https://t.co/Y5jpI9gRhE? Do you see your late orders happening with a specific carrier? ^VS,Thu Oct 12 21:28:04 +0000 2017
984716,I let go of better offers with other sites to buy this from you. Feel cheated! Own up!,Apologies for the unpleasant experience. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS,Sun Oct 22 10:49:00 +0000 2017
2291147,Je m'en faire le faire de suite ! Merci à vous ! :) Très bonne soirée :),Je vous en prie. Très bonne soirée à vous également. ^BR,Thu Oct 19 20:02:26 +0000 2017
2587346,Para hoy mismo segun la web de ASM. De hecho lleva en reparto desde las 9 am y aun no ha llegado,"¿podrían ayudarnos con esta entrega? Gracias. Cesar, si no recibes respuestas, avisanos. ^DA",Mon Oct 30 18:19:45 +0000 2017
1285550,Placed the order via one click and it said Thursday. I placed a second one click order that said friday. email had both orders listed as fri,We don't have access to order details via Twitter. Let's take a look into this in real time here: https://t.co/hApLpMlfHN ^JZ,Thu Oct 26 18:38:32 +0000 2017
571744,you are having some issues with your “two day” shipping #dec11isnotintwodays https://t.co/9j13RqYatE,"Thanks for reaching out to us! Please keep in mind Two-Day Shipping refers to the time in transit, in business days, after an order ships. You can find more info here: https://t.co/aHMHxK4NSI ^HS",Sun Dec 03 04:34:00 +0000 2017
665624,I am more angry about the appalling service than I am the package being late! Right now I hate Amazon and refuse to purchase from you again!,"If it doesn't arrive by the end of the day, please reach out to us here: https://t.co/JzP7hlA23B We want to help! ^ZE",Thu Nov 02 14:22:28 +0000 2017
382896,"Sincerely waiting pst 96hrs to get delivry,no updates on web app email sms twitterPathetic service u seem to enjng fesitivl n custmr suffers",regarding the issue. Kindly check it here: https://t.co/8DAc10S7ww and revert to it. 2/2 ^AP,Sun Oct 22 06:58:33 +0000 2017
1438639,It's working now fam.,"Great, thanks for keeping us posted. Do let us know if there are anymore concerns. ^MS",Thu Nov 02 17:45:01 +0000 2017
843388,. parcel apparently delivered this morning but haven't received it - please help,Sorry to hear this - please click on this link for more info on locating your delivery : https://t.co/9gIl44Xtt0 ^TD,Sat Nov 25 10:22:26 +0000 2017
2789123,"please do upload LAPACHHAPI, marathi horror flick.",I'll share your preference as a feedback internally. ^MD,Tue Nov 21 19:41:27 +0000 2017
921478,What information should you tell?,We can't access your Amazon account over Twitter. Kindly share your details over the secure link .^CB,Sat Oct 21 12:51:32 +0000 2017
1271138,そのメールを間違って消去しちゃったんです...😭💦💦💦,注文確認メールを削除されたとのことでしょうか？注文に関するＥメールは、アカウントサービスのメッセージセンターからご確認いただくことができます。以下リンクからもアクセスできますのでご確認ください。https://t.co/qxvc47GM40 SM,Mon Oct 16 12:18:45 +0000 2017
1049384,No sabía que podía comprar muebles como un Sillón Reclinable en 😝 https://t.co/7t9eHOmC7o,"¡Ves! De todo puedes encontrar, nada como un sillón cómodo para sentarte o tomar una siesta ^AR https://t.co/M6b4Y4Htx5",Mon Oct 23 07:37:03 +0000 2017
1688641,Y'all stressing me out,I'm sorry any aggravation! We'd like to see how we can help you so please reach out here: https://t.co/hApLpMlfHN ^DD,Mon Nov 06 22:50:01 +0000 2017
1771668,Nope haven't purchased anything in over 6 months which makes it more confusing?,"Hi, do you own a Kindle, or watched a Prime Video title? It's possible to sign up via different devices in a household. ^TS",Sat Nov 11 10:39:00 +0000 2017
775352,"Added new payment method (corporate card). System makes new card default 1click, no warning. Bought personal items with 1click on corp card.","We'd like to take a closer look at this with you and assist directly, please reach us here: https://t.co/hApLpMlfHN ^JR",Thu Oct 12 02:59:28 +0000 2017
1220827,4 Tage her und noch nicht mal versandt?! Das kenne ich anders... Außerdem könnte das Lieferdatum wenn dann auch mal neunberechnet werden https://t.co/eOCybSzu7G,"Hi, eine Aktualisierung des Lieferdatums erfolgt in der Regel mit dem Versand der Ware. Dein Feedback zur langen Versandvorbereitungsdauer gebe ich gerne weiter! Benötigst du bezüglich der Bestellung weitere Unterstützung? Gruß ^MI",Sat Nov 25 19:39:00 +0000 2017
2285673,So the parcel has not arrived. Where do I go from here?!,Let's check hereto see what other options we have available: https://t.co/JzP7hlA23B ^JZ,Thu Oct 19 20:29:57 +0000 2017
2287104,Melhor presente 😍😍 #kindlepaperwhite #books #ebooks #bday https://t.co/yBLsXg2ZRX,Oi Leticia! Ganhou hoje? Que presente lindooooooooo! Amamos o Kindle! e a leitura^ 😍📚JJ https://t.co/k2lT1iloer,Sat Nov 11 23:28:31 +0000 2017
2758184,where will the sale page open for oneplus5t,Please stay tuned to our website here: https://t.co/iebVRGXUd2 ^RW,Tue Nov 21 03:45:33 +0000 2017
130871,Customer service said they cannot provide an email address for me. It is obvious that Amazon does not care to hear about the situation. We are extremely disappointed in how this was handled. This would have been a great opportunity for a two-year-old to get confidence,I'm terribly sorry for the lack of support when you reached out to us. I'd like a member of our team to personally look into this. Please pass your order details to us here: https://t.co/G015dVIydQ ^RR,Fri Nov 24 06:47:28 +0000 2017
244085,"Múltiples veces! He marcado el 01800 y llenado formularios, corrobore con banco # d tel para q me contacten y nada! No me llaman! https://t.co/Mo04OkcIkH",¿Enviaste los datos solicitados por los especialistas en cuentas para recuperar el acceso a tu cuenta? ^LG,Thu Oct 05 14:58:00 +0000 2017
1968392,"Nay, this is on PC and I haven't done any updating",Hey Brent. Have you tried another browser? Please let us know if the same problem exists. ^TP,Wed Nov 08 08:09:52 +0000 2017
2501953,Wondering when you purchase a gift card through your Amazon account... is that an electronic gift card (aka code) or a physical gift card?,Thanks for reaching out! We have both physical cards and electronic copies available. More info here: https://t.co/02CZpMyZR4 ^RA,Wed Nov 15 19:58:30 +0000 2017
650106,are returns through Royal Mail free?,Hey Alice. Were you provided with a returns label? Was the item sold via a seller or Amazon directly? Check out our returns policy here - https://t.co/KmgnUP017Z ^TP,Sat Nov 25 06:56:57 +0000 2017
1311270,entre le 10 et 13 novembre en livraison rapide que j'ai changé depuis... envoyé la console le lendemain de la sortie en prioritaire c'est 👎👎,Merci pour ces précisions. Nous venons de répondre à votre Tweet initial.,Sun Nov 05 13:09:31 +0000 2017
836513,Bullshit from 😂. Can't get more literal than this. Haha! https://t.co/Pt7OOw9XjG,"With all due respect, that's Cow shit sir. ^AB",Fri Oct 13 09:16:00 +0000 2017
2918694,https://t.co/vfP6Lv9CuC,Is there a tracking number further down that page? The carrier's site may have more up-to-date information. ^AM,Wed Nov 29 01:10:35 +0000 2017
1140840,"I opened a seller's account and closed the account 2/3 days later, $39.99 check was to be mailed to my house, still waiting.",We'd like to look into this further with you! Please provide some additional information here: https://t.co/AxCebvbsLc ^TK,Tue Oct 24 17:29:01 +0000 2017
2899684,pues no. Para mí el contacto es amazon.,"Comprendo, Ana. Para lograr revisar con más detalle lo que esta sucediendo, puedes contactar a nuestro departamento de Servicio al Cliente en el siguiente enlace: https://t.co/OjvUxwnzPe. ^AA",Tue Nov 28 17:45:25 +0000 2017
2798264,Amazon fue mi aliado en las compras navideñas de bae✨💖 Te amo,¡Hola ZombieQueen! ¡Nosotros también te amamos! 😍✨ Cuéntanos ¿De cuáles productos hemos sido complices de tus compras? 😄 ^ PC https://t.co/aFIotsgSm8,Fri Dec 01 00:45:31 +0000 2017
1553872,calling it “guaranteed nextday delivery” &amp; then not delivering the order for several days is false advertising! Repeatedly happens,I'm sorry about the frustration! We'd like to help! Do you have an active order that's running behind? ^TK,Sat Nov 04 10:47:00 +0000 2017
231831,Haven't received anything from your media team and your escalation team advised me to go to police and legal to get my product,"If you've shared the required details on the link provided earlier, you definitely must have received an update from us. ^YP",Thu Oct 05 12:04:00 +0000 2017
5262,Where is No Cost Emi from on #Oneplus5t Really Disappointing,EMI purchases using a Bajaj Finserv Loan cards is available on select items sold by select sellers. I'll be sure to pass on your comments to the concerned team. ^NS,Tue Nov 28 06:31:30 +0000 2017
1563868,"Compare to other E-commerce website like flipkart, snapdeal.... Amazon have low price. Thanks . I have purchased so many items.",Thank you indeed for keeping us inspired to do such great work. Happy shopping and unboxing!! ^PS,Tue Oct 17 07:29:00 +0000 2017
370333,As per terms and condition once during offer period which makes me elegible. https://t.co/ed1sN50Hdv,We'd like to know more about this. Could you elaborate on your concern? ^HD,Sun Oct 08 22:24:53 +0000 2017
319825,You people and ripped me and sold me a jiofi and now none of you are replying.Dont cheat with your customers,I'm sorry you feel this way. Is there anything specific we may help you with? ^SB,Sat Oct 07 11:33:37 +0000 2017
2230565,my order took two days to arrive with prime and when it turned up it was damaged. whats going on?your delivery is getting worse.,I'm sorry your shipment arrived damaged! You can check here: https://t.co/XPAQUDlTaD for replacement/refund options. ^TR,Thu Oct 19 16:24:33 +0000 2017
1362471,"Und da mit #AmazonLogistics verschickt, lässt sich anhand des Status auch keine Gründe dafür ableiten. Eine mehr als schlechte Leistung!",Gerne schauen wir uns das im Social Media Team einmal an: https://t.co/br7bhrlJn8 ^AV,Fri Oct 27 20:37:31 +0000 2017
218056,Ele era meu pai! 😍 Sdds dele... 💔,Parabéns Cinemaniac! Ele é um ícone e um orgulho da poesia brasileira! 🇧🇷❤️ ^JJ,Wed Oct 04 23:14:44 +0000 2017
590050,"Je l'ai déjà fait. Mais je maintiens qu'il n'y a rien de logique à additionner 22 fois des frais de port pour 22 articles commandés chez la même boutique... Pour moi ça reste du vol, tout simplement.",Je comprends votre situation mais malheureusement un vendeur régit son expédition selon sa convenance. Avez-vous envoyé un message à ce vendeur pour voir s'il propose une autre alternative ? ^KD,Sun Dec 03 17:05:00 +0000 2017
697954,"Nope, there was no reason given in the email!",Thank you for confirming. Who is the carrier for this package? Have you spoken to them yet by any chance? We want to help! ^SD,Tue Oct 10 19:28:00 +0000 2017
434459,"No, en la web no tengo la opción de ""reclamación"" desde Mis pedidos una vez localizado el pedido","Susana, puedes contactar a nuestros compañeros de Servicio al cliente, ingresando en este enlace: https://t.co/OjvUxwnzPe ^HC",Tue Oct 10 16:39:01 +0000 2017
2940280,Según tracking llevan desde las 9 en el pueblo de al lado. Daba por hecho que no tendría que hacer ningún tipo de gestión...😐,"Entiendo, puedes contactarlos directamente a través de este enlace: https://t.co/meqnr4QIaC . ^MB",Wed Nov 29 13:27:00 +0000 2017
226017,Need subs in English shows where foreign languages are used. Some shows are hard to watch.,"Trust me, I know how that feels. I'll be sure to pass your feedback internally, thanks for sharing. ^HT",Thu Oct 05 07:42:00 +0000 2017
2930153,since more than 1 month I am struggling for my refund no help from customer service LET me know if I need to file complain against payment gateway,Twitter being a public platform we do not have access to your order details. Please reply to the email correspondence from our team and we'll be glad to help you. Thank you for understanding.,Wed Nov 29 06:48:00 +0000 2017
38185,"após 30 min no telefone com o atendente, não resolveu nada! #indignação","Olá Bruno, sinto muito. O que aconteceu? ^LG",Wed Nov 01 14:32:00 +0000 2017
136183,"Cmq cara sarà pure #BlackFriday e vorrai vendere la qualsiasi ma la tua app è pessima, UX non all'altezza, stessa cosa per il tuo sito. O sai cosa stai cercando o creare filtri per modelli, prezzi, caratteristiche è un #fail","Ciao Ben, puoi indicarci nel dettaglio quale problema hai riscontrato con la nostra App? Grazie. ^MP",Fri Nov 24 09:17:16 +0000 2017
2724574,"Os he mandado un MD con una pequeña incidencia, lo podéis revisar? Gracias.","Hola Eseka, espero que te encuentres bien. Hemos respondido tu consulta por MD. 😊 ^DA",Mon Nov 20 12:03:55 +0000 2017
25886,Amazonのバーチャルダッシュ消せないのかな？ 寝ぼけて誤タップしたらどうするんだ💧,アマゾンです。バーチャルダッシュは追加・削除が可能です。こちらをご参照ください。https://t.co/NFr3UGL2Yx ET,Wed Nov 01 09:52:24 +0000 2017
2388960,Why is my bank showing me you’ve charged me £13.30 three times when I only bought two items each at that price?,"Hello, this could be an authorization charge. Please take a look at the following link :https://t.co/SkpSInhZBN ^CR",Tue Nov 14 08:24:31 +0000 2017
465740,this is seriously the conversation that I am having with a rep of yours right now. Wtf is going on with my order https://t.co/zyfZMYDub3,I'm sorry for trouble! We're unable to view your Amazon account or orders. IF the order has been canceled it will appear in your canceled orders here: https://t.co/1ETkuqHi83 ^LR,Fri Dec 01 04:50:00 +0000 2017
1830694,Your support team is clearly saying that they can not refund my balance that is why i choose this option,"concerns, you may write to us here: https://t.co/beaaDm0muc (2/2) ^GK",Wed Oct 18 05:32:00 +0000 2017
1279797,2/2 … tells me to go to Amazon and cancel from there. It's and endless loop of frustration. https://t.co/HAMeKMkUbN,"I'm so sorry for the frustrating experience, Cheryl. What happens when you try to edit your payment information? ^FD",Thu Oct 26 17:00:36 +0000 2017
2520605,"Yeah, didn't think that was going to happen today :T https://t.co/DOiWq5fAyp",I'm sorry about the wait! We want to help in any way. Did you receive any e-mail updates about your order here: https://t.co/KKayxdEn2h? ^SH,Thu Nov 16 01:32:36 +0000 2017
989937,分厚い（＾ν＾） #中野ブロードウェイ脱出ゲーム https://t.co/XHYEJpyl9O,お買い上げいただき、ありがとうございます！(分厚いですね…)O o｡.(´-`*) RI,Sat Nov 25 10:54:57 +0000 2017
132422,Was just going thru your stuff n I clicked it then later I saw it that you will notify,"In case you'd prefer to unsubscribe to the notification emails, kindly refer here: https://t.co/gSQdLwuBBD. ^AP",Fri Nov 24 08:08:25 +0000 2017
1572998,also a PS4 was sat in my basket yesterday! I have never tried ordering this! Yet another con but I noticed this one before too late,Have you checked to see if your account is logged into another device that someone else has access to? ^DA,Sat Nov 04 14:01:05 +0000 2017
2044906,It is your company's carriers. Whatever that is... It is not FedEx or UPS.,Thanks for the info. Our team would like to take a look into this. Please send us your details here: https://t.co/XEHJlDfbHt ^GG,Wed Oct 18 23:17:05 +0000 2017
1436684,Did prime now add a $4.99 Fee on all orders on top of tipping? I pay $10 bucks on a $28 order smh :(,We'd love to help! During the checkout process are you selecting the option for one-hour or two-hour delivery? ^GR,Thu Nov 02 14:18:33 +0000 2017
1497231,Definition of a nanosecond: the time elapsed between the delivery driver knocking on the door and writing a 'we missed you' card! 😬,Sorry about that Sarah- Have you a safe place set up or nominated neighbor option? ^NV,Fri Nov 03 12:44:30 +0000 2017
1422375,"pathetic experience. Order of 1st sep not delivered yet. Shared all details still no trace. U guys don't bother, do u??...sucks",I'm sorry about the delay. Kindly share your details here: https://t.co/beaaDm0muc and we'll sort this out. ^GK,Thu Nov 02 09:21:27 +0000 2017
1209026,didnt receive cashback of 1500 on the order of moto g5pls on aug 9.cn u pl confirm whn do I get,"Please connect with us here: https://t.co/vlvfJr4nN9, our team will reach out to you and assist. ^SA",Mon Oct 16 10:06:53 +0000 2017
2907894,Can u tell me the date when the winners will be announced,"I get your concern about the winners list. Winners will be announced on December 30, 2017. Please stay tuned to our social platforms and website for the list of contest winners. ^SV",Tue Nov 28 20:54:00 +0000 2017
1033165,"Being an exbanker and facing a credit card fraud overseas,tried how e-tailers thwart such incidences. Thanks for the quick response","Please don't provide your order details, we consider it to be personal information. Our page is visible to the public (2/2) ^BA",Sat Oct 14 18:15:36 +0000 2017
77400,AINDA TEM A LUNA 😍❤️ Não posso esquecer. Tenho até foto com um cosplay dela. https://t.co/ZAhhUL9aPX,"Aaaaah, amamos tantoo! ❤ Queremos foto com ela também! ^DA",Thu Nov 30 12:39:00 +0000 2017
158802,How to reply,You can reply from your registered email ID with Amazon account on which we've sent a correspondence. ^SC,Sat Nov 25 03:02:31 +0000 2017
2968324,No 😭 hasta mas noche ya que deje de trabajar,"¡Pues entonces no tienes de qué preocuparte Mr. John, el tiempo pasa muy rápido y muy pronto estarás disfrutando de Xenoblade Chronicles 2! ¡Que lo disfrutes! 😃 ^CB",Thu Nov 30 00:56:27 +0000 2017
52253,The form I filled out said that someone would call me within 12 hours. No one has rang...,"Hi, so that would normally be within 12 business hours, we'll be in touch soon ^AS",Thu Nov 02 08:59:29 +0000 2017
2853596,"Bonsoir, en effet c'est ce que j'ai fait. Échange demandé merci :) Commande 408-2527121-7549950","Parfait, pour des raisons de confidentialité veuillez supprimer le numéro de commande s'il vous plaît. ^BR",Mon Nov 27 21:00:31 +0000 2017
